document_id,title,rapporteurs,shadow_rapporteurs,summary_link
2022/0201(NLE),EU/Moldova Agreement on the carriage of freight by road,MARINESCU Marian-Jean (EPP),"GHEORGHE Vlad (Renew), ZĪLE Roberts (ECR)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1707772
2022/0200(NLE),EU/Ukraine Agreement on the carriage of freight by road,MARINESCU Marian-Jean (EPP),"GHEORGHE Vlad (Renew), ZĪLE Roberts (ECR)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1707770
2019/0275(NLE),EU/Japan Agreement: civil aviation safety,MONTEIRO DE AGUIAR Cláudia (EPP),"MORETTI Alessandra (S&D), RIQUET Dominique (Renew), KONEČNÁ Kateřina (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1625571
2019/0126(NLE),"EU/USA, Iceland and Norway Agreement: Time Limitations on Arrangements for the Provision of Aircraft with Crew",GRAPINI Maria (S&D),"MARINESCU Marian-Jean (EPP), KYUCHYUK Ilhan (Renew), PORĘBA Tomasz Piotr (ECR)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1583803
2019/0044(NLE),EU/Korea Agreement: air services,RIQUET Dominique (Renew),"FRANKOWSKI Tomasz (EPP), GRAPINI Maria (S&D), ZĪLE Roberts (ECR)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1574813
2018/0155(NLE),EU/China Agreement: civil aviation safety,PORĘBA Tomasz Piotr (ECR),"ŁUKACIJEWSKA Elżbieta Katarzyna (EPP), UJHELYI István (S&D), BILBAO BARANDICA Izaskun (Renew), CUFFE Ciarán (Greens/EFA), DALY Clare (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1534718
2018/0147(NLE),EU/China Agreement: air services,PORĘBA Tomasz Piotr (ECR),"ŁUKACIJEWSKA Elżbieta Katarzyna (EPP), VITANOV Petar (S&D), BILBAO BARANDICA Izaskun (Renew), ROWETT Catherine (Greens/EFA), KONEČNÁ Kateřina (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1534226
2015/0035(NLE),EU/Moldova Common Aviation Area Agreement: accession of Croatia to the EU. Protocol,ZĪLE Roberts (ECR),"MARINESCU Marian-Jean (EPP), GRAPINI Maria (S&D), KOVAŘÍK Ondřej (Renew), DALY Clare (GUE/NGL)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1378500
2012/0324(NLE),EU/Israel Euro-Mediterranean Aviation Agreement,DELI Andor (EPP),"LIBERADZKI Bogusław (S&D), GADE Søren (Renew), ZĪLE Roberts (ECR)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1235339
2012/0006(NLE),EU/Moldova Common Aviation Area Agreement,ZĪLE Roberts (ECR),"MARINESCU Marian-Jean (EPP), GRAPINI Maria (S&D), KOVAŘÍK Ondřej (Renew)",https://oeil.secure.europarl.europa.eu/oeil/en/document-summary?id=1188045
